timestamp,parameters,makespan,exec_time,num_particles,max_iter,w,c1,c2,mutation_rate,max_stagnation,early_stopping_window,improvement_threshold,is_best
2025-04-10T05:04:45.214884,,1816,4.236214876174927,20,100,0.3,0.5,0.5,1,20,,0.01,True
2025-04-10T05:04:49.764963,,1802,4.550079107284546,20,100,0.3,0.5,0.75,1,20,,0.01,True
2025-04-10T05:04:54.766805,,1830,4.986266136169434,20,100,0.3,0.5,1,1,20,,0.01,False
2025-04-10T05:04:59.049651,,1779,4.282845735549927,20,100,0.3,0.75,0.5,1,20,,0.01,True
2025-04-10T05:05:04.539002,,1794,5.48935079574585,20,100,0.3,0.75,0.75,1,20,,0.01,False
2025-04-10T05:05:09.010826,,1840,4.456186771392822,20,100,0.3,0.75,1,1,20,,0.01,False
2025-04-10T05:05:15.633449,,1847,6.62262225151062,20,100,0.3,1,0.5,1,20,,0.01,False
2025-04-10T05:05:21.481640,,1780,5.832568883895874,20,100,0.3,1,0.75,1,20,,0.01,False
2025-04-10T05:05:27.854365,,1796,6.369776487350464,20,100,0.3,1,1,1,20,,0.01,False
2025-04-10T05:05:33.407279,,1871,5.552913427352905,20,100,0.5,0.5,0.5,1,20,,0.01,False
2025-04-10T05:05:39.388862,,1801,5.981583595275879,20,100,0.5,0.5,0.75,1,20,,0.01,False
2025-04-10T05:05:45.316663,,1846,5.92780065536499,20,100,0.5,0.5,1,1,20,,0.01,False
2025-04-10T05:05:50.578541,,1783,5.261877775192261,20,100,0.5,0.75,0.5,1,20,,0.01,False
2025-04-10T05:05:56.203662,,1820,5.6095428466796875,20,100,0.5,0.75,0.75,1,20,,0.01,False
2025-04-10T05:06:02.961763,,1839,6.758101224899292,20,100,0.5,0.75,1,1,20,,0.01,False
2025-04-10T05:06:08.829102,,1923,5.86633563041687,20,100,0.5,1,0.5,1,20,,0.01,False
2025-04-10T05:06:14.226013,,1831,5.396571636199951,20,100,0.5,1,0.75,1,20,,0.01,False
2025-04-10T05:06:22.362039,,1850,8.134780883789062,20,100,0.5,1,1,1,20,,0.01,False
2025-04-10T05:06:29.419077,,1796,7.057038307189941,20,100,0.8,0.5,0.5,1,20,,0.01,False
2025-04-10T05:06:36.742292,,1792,7.323214530944824,20,100,0.8,0.5,0.75,1,20,,0.01,False
2025-04-10T05:06:42.560139,,1866,5.8178465366363525,20,100,0.8,0.5,1,1,20,,0.01,False
2025-04-10T05:06:49.033999,,1796,6.473860740661621,20,100,0.8,0.75,0.5,1,20,,0.01,False
2025-04-10T05:06:54.538599,,1868,5.5045998096466064,20,100,0.8,0.75,0.75,1,20,,0.01,False
2025-04-10T05:07:00.778239,,1777,6.239639520645142,20,100,0.8,0.75,1,1,20,,0.01,True
2025-04-10T05:07:06.955068,,1852,6.176829814910889,20,100,0.8,1,0.5,1,20,,0.01,False
2025-04-10T05:07:12.443495,,1780,5.48842716217041,20,100,0.8,1,0.75,1,20,,0.01,False
2025-04-10T05:07:21.618664,,1803,9.175168752670288,20,100,0.8,1,1,1,20,,0.01,False
2025-04-10T05:07:28.262201,,1836,6.627872467041016,20,100,0.9,0.5,0.5,1,20,,0.01,False
2025-04-10T05:07:33.765342,,1878,5.487557888031006,20,100,0.9,0.5,0.75,1,20,,0.01,False
2025-04-10T05:07:40.081289,,1792,6.300365209579468,20,100,0.9,0.5,1,1,20,,0.01,False
2025-04-10T05:07:45.687404,,1813,5.590487957000732,20,100,0.9,0.75,0.5,1,20,,0.01,False
2025-04-10T05:07:51.574292,,1784,5.886888027191162,20,100,0.9,0.75,0.75,1,20,,0.01,False
2025-04-10T05:07:57.678021,,1818,6.102722644805908,20,100,0.9,0.75,1,1,20,,0.01,False
2025-04-10T05:08:03.519104,,1830,5.840066432952881,20,100,0.9,1,0.5,1,20,,0.01,False
2025-04-10T05:08:09.037594,,1846,5.518489599227905,20,100,0.9,1,0.75,1,20,,0.01,False
2025-04-10T05:08:14.838571,,1833,5.800976753234863,20,100,0.9,1,1,1,20,,0.01,False
2025-04-10T05:08:24.985020,,1759,10.146449327468872,20,200,0.3,0.5,0.5,1,20,,0.01,True
2025-04-10T05:08:35.271697,,1811,10.286677598953247,20,200,0.3,0.5,0.75,1,20,,0.01,False
2025-04-10T05:08:45.543815,,1764,10.272117853164673,20,200,0.3,0.5,1,1,20,,0.01,False
2025-04-10T05:08:56.348589,,1821,10.804773092269897,20,200,0.3,0.75,0.5,1,20,,0.01,False
2025-04-10T05:09:06.278044,,1742,9.929455518722534,20,200,0.3,0.75,0.75,1,20,,0.01,True
2025-04-10T05:09:18.251531,,1770,11.973487138748169,20,200,0.3,0.75,1,1,20,,0.01,False
2025-04-10T05:09:28.803479,,1784,10.536368370056152,20,200,0.3,1,0.5,1,20,,0.01,False
2025-04-10T05:09:40.763358,,1777,11.95987844467163,20,200,0.3,1,0.75,1,20,,0.01,False
2025-04-10T05:09:51.863796,,1818,11.100439071655273,20,200,0.3,1,1,1,20,,0.01,False
2025-04-10T05:10:03.184079,,1827,11.304702520370483,20,200,0.5,0.5,0.5,1,20,,0.01,False
2025-04-10T05:10:14.908838,,1778,11.709190607070923,20,200,0.5,0.5,0.75,1,20,,0.01,False
2025-04-10T05:10:27.009931,,1826,12.101093530654907,20,200,0.5,0.5,1,1,20,,0.01,False
2025-04-10T05:10:39.126439,,1750,12.116507768630981,20,200,0.5,0.75,0.5,1,20,,0.01,False
2025-04-10T05:10:56.115287,,1785,16.988848209381104,20,200,0.5,0.75,0.75,1,20,,0.01,Fale
2025-04-10T05:11:23.190260,,1788,27.059348583221436,20,200,0.5,0.75,1,1,20,,0.01,False
2025-04-10T05:11:46.233268,,1810,23.04300856590271,20,200,0.5,1,0.5,1,20,,0.01,False
2025-04-10T05:12:07.418614,,1794,21.18534517288208,20,200,0.5,1,0.75,1,20,,0.01,False
2025-04-10T05:12:31.292893,,1794,23.874279499053955,20,200,0.5,1,1,1,20,,0.01,False
2025-04-10T05:12:49.977141,,1777,18.684248685836792,20,200,0.8,0.5,0.5,1,20,,0.01,False
2025-04-10T05:13:12.770994,,1809,22.79385280609131,20,200,0.8,0.5,0.75,1,20,,0.01,False
2025-04-10T05:13:34.646710,,1782,21.875715255737305,20,200,0.8,0.5,1,1,20,,0.01,False
2025-04-10T05:13:55.006780,,1839,20.36007046699524,20,200,0.8,0.75,0.5,1,20,,0.01,False
2025-04-10T05:14:11.897122,,1775,16.890341758728027,20,200,0.8,0.75,0.75,1,20,,0.01,Fale
2025-04-10T05:14:31.786945,,1795,19.889822721481323,20,200,0.8,0.75,1,1,20,,0.01,False
2025-04-10T05:14:47.969163,,1776,16.18221879005432,20,200,0.8,1,0.5,1,20,,0.01,False
2025-04-10T05:15:04.766436,,1865,16.797272443771362,20,200,0.8,1,0.75,1,20,,0.01,False
2025-04-10T05:15:23.013251,,1756,18.231235027313232,20,200,0.8,1,1,1,20,,0.01,False
2025-04-10T05:15:40.544540,,1836,17.515664100646973,20,200,0.9,0.5,0.5,1,20,,0.01,False
2025-04-10T05:15:59.447345,,1812,18.90280508995056,20,200,0.9,0.5,0.75,1,20,,0.01,False
2025-04-10T05:16:19.449853,,1804,20.002508401870728,20,200,0.9,0.5,1,1,20,,0.01,False
2025-04-10T05:16:33.378632,,1847,13.913141012191772,20,200,0.9,0.75,0.5,1,20,,0.01,False
2025-04-10T05:16:47.544983,,1796,14.166351318359375,20,200,0.9,0.75,0.75,1,20,,0.01,Fale
2025-04-10T05:17:02.976395,,1786,15.43141222000122,20,200,0.9,0.75,1,1,20,,0.01,False
2025-04-10T05:17:21.267906,,1768,18.291510820388794,20,200,0.9,1,0.5,1,20,,0.01,False
2025-04-10T05:17:36.654241,,1793,15.386334896087646,20,200,0.9,1,0.75,1,20,,0.01,False
2025-04-10T05:17:53.490686,,1753,16.836445093154907,20,200,0.9,1,1,1,20,,0.01,False
2025-04-10T05:18:27.023303,,1724,33.53261661529541,20,500,0.3,0.5,0.5,1,20,,0.01,True
2025-04-10T05:18:58.759360,,1768,31.73605728149414,20,500,0.3,0.5,0.75,1,20,,0.01,False
2025-04-10T05:19:38.751007,,1748,39.9916467666626,20,500,0.3,0.5,1,1,20,,0.01,False
2025-04-10T05:20:11.720658,,1718,32.95407009124756,20,500,0.3,0.75,0.5,1,20,,0.01,True
2025-04-10T05:20:43.206807,,1772,31.486148357391357,20,500,0.3,0.75,0.75,1,20,,0.01,Fale
2025-04-10T05:21:23.134464,,1830,39.92765736579895,20,500,0.3,0.75,1,1,20,,0.01,False
2025-04-10T05:21:58.733642,,1760,35.599178314208984,20,500,0.3,1,0.5,1,20,,0.01,False
2025-04-10T05:22:36.717417,,1827,37.96818995475769,20,500,0.3,1,0.75,1,20,,0.01,False
2025-04-10T05:23:17.189757,,1753,40.47233963012695,20,500,0.3,1,1,1,20,,0.01,False
2025-04-10T05:23:54.556763,,1706,37.36700654029846,20,500,0.5,0.5,0.5,1,20,,0.01,True
2025-04-10T05:24:39.512370,,1699,44.94001913070679,20,500,0.5,0.5,0.75,1,20,,0.01,True
2025-04-10T05:25:15.029209,,1742,35.516839027404785,20,500,0.5,0.5,1,1,20,,0.01,False
2025-04-10T05:25:52.468617,,1761,37.43940806388855,20,500,0.5,0.75,0.5,1,20,,0.01,False
2025-04-10T05:26:29.004331,,1749,36.535714626312256,20,500,0.5,0.75,0.75,1,20,,0.01,Fale
2025-04-10T05:27:05.080486,,1743,36.07615423202515,20,500,0.5,0.75,1,1,20,,0.01,False
2025-04-10T05:27:42.217360,,1763,37.121249198913574,20,500,0.5,1,0.5,1,20,,0.01,False
2025-04-10T05:28:21.615757,,1769,39.38281512260437,20,500,0.5,1,0.75,1,20,,0.01,False
2025-04-10T05:29:00.441561,,1752,38.82580375671387,20,500,0.5,1,1,1,20,,0.01,False
2025-04-10T05:29:28.759054,,1759,28.317492485046387,20,500,0.8,0.5,0.5,1,20,,0.01,False
2025-04-10T05:30:00.745229,,1759,31.986175298690796,20,500,0.8,0.5,0.75,1,20,,0.01,False
2025-04-10T05:30:35.176278,,1794,34.43104863166809,20,500,0.8,0.5,1,1,20,,0.01,False
2025-04-10T05:31:05.971423,,1766,30.795145273208618,20,500,0.8,0.75,0.5,1,20,,0.01,False
2025-04-10T05:31:46.557884,,1791,40.58646106719971,20,500,0.8,0.75,0.75,1,20,,0.01,False
2025-04-10T05:32:22.440449,,1873,35.88256525993347,20,500,0.8,0.75,1,1,20,,0.01,False
2025-04-10T05:32:55.151963,,1743,32.71151375770569,20,500,0.8,1,0.5,1,20,,0.01,False
2025-04-10T05:33:26.881256,,1763,31.72929286956787,20,500,0.8,1,0.75,1,20,,0.01,False
2025-04-10T05:33:57.250027,,1817,30.36877155303955,20,500,0.8,1,1,1,20,,0.01,False
2025-04-10T05:34:27.103533,,1787,29.853505849838257,20,500,0.9,0.5,0.5,1,20,,0.01,False
2025-04-10T05:35:09.113851,,1763,42.01031756401062,20,500,0.9,0.5,0.75,1,20,,0.01,False
2025-04-10T05:36:02.237745,,1717,53.12389373779297,20,500,0.9,0.5,1,1,20,,0.01,False
2025-04-10T05:36:43.104832,,1747,40.867087602615356,20,500,0.9,0.75,0.5,1,20,,0.01,False
2025-04-10T05:37:24.317109,,1758,41.212276458740234,20,500,0.9,0.75,0.75,1,20,,0.01,False
2025-04-10T05:38:18.378456,,1744,54.061347246170044,20,500,0.9,0.75,1,1,20,,0.01,False
2025-04-10T05:38:56.195496,,1838,37.81704020500183,20,500,0.9,1,0.5,1,20,,0.01,False
2025-04-10T05:39:37.879549,,1761,41.68405294418335,20,500,0.9,1,0.75,1,20,,0.01,False
2025-04-10T05:40:27.170280,,1759,49.29073095321655,20,500,0.9,1,1,1,20,,0.01,False
2025-04-10T05:40:35.704887,,1818,8.534607172012329,30,100,0.3,0.5,0.5,1,20,,0.01,False
2025-04-10T05:40:45.274194,,1804,9.56930661201477,30,100,0.3,0.5,0.75,1,20,,0.01,False
2025-04-10T05:40:55.169829,,1801,9.89563536643982,30,100,0.3,0.5,1,1,20,,0.01,False
2025-04-10T05:41:04.111757,,1874,8.941928148269653,30,100,0.3,0.75,0.5,1,20,,0.01,False
2025-04-10T05:41:13.539296,,1790,9.427539348602295,30,100,0.3,0.75,0.75,1,20,,0.01,False
2025-04-10T05:41:23.891076,,1812,10.336151123046875,30,100,0.3,0.75,1,1,20,,0.01,False
2025-04-10T05:41:33.520644,,1845,9.629568099975586,30,100,0.3,1,0.5,1,20,,0.01,False
2025-04-10T05:41:42.715167,,1826,9.194523811340332,30,100,0.3,1,0.75,1,20,,0.01,False
2025-04-10T05:41:54.595914,,1819,11.865119695663452,30,100,0.3,1,1,1,20,,0.01,False
2025-04-10T05:42:05.179220,,1819,10.583306074142456,30,100,0.5,0.5,0.5,1,20,,0.01,False
2025-04-10T05:42:14.374763,,1824,9.179917573928833,30,100,0.5,0.5,0.75,1,20,,0.01,False
2025-04-10T05:42:26.019973,,1859,11.632040023803711,30,100,0.5,0.5,1,1,20,,0.01,False
2025-04-10T05:42:35.246472,,1836,9.2264986038208,30,100,0.5,0.75,0.5,1,20,,0.01,False
2025-04-10T05:42:47.366174,,1810,12.119702816009521,30,100,0.5,0.75,0.75,1,20,,0.01,False
2025-04-10T05:42:57.621860,,1810,10.255686044692993,30,100,0.5,0.75,1,1,20,,0.01,False
2025-04-10T05:43:06.317999,,1790,8.696138143539429,30,100,0.5,1,0.5,1,20,,0.01,False
2025-04-10T05:43:15.920175,,1816,9.602176666259766,30,100,0.5,1,0.75,1,20,,0.01,False
2025-04-10T05:43:27.269447,,1800,11.349271297454834,30,100,0.5,1,1,1,20,,0.01,False
2025-04-10T05:43:38.823850,,1787,11.554403305053711,30,100,0.8,0.5,0.5,1,20,,0.01,False
2025-04-10T05:43:50.708996,,1825,11.885145664215088,30,100,0.8,0.5,0.75,1,20,,0.01,False
2025-04-10T05:44:02.404308,,1778,11.679468393325806,30,100,0.8,0.5,1,1,20,,0.01,False
2025-04-10T05:44:13.537377,,1801,11.133068084716797,30,100,0.8,0.75,0.5,1,20,,0.01,False
2025-04-10T05:44:24.421460,,1881,10.868465423583984,30,100,0.8,0.75,0.75,1,20,,0.01,False
2025-04-10T05:44:36.916258,,1764,12.494797706604004,30,100,0.8,0.75,1,1,20,,0.01,False
2025-04-10T05:44:46.781162,,1819,9.864903211593628,30,100,0.8,1,0.5,1,20,,0.01,False
2025-04-10T05:44:57.461159,,1845,10.679997682571411,30,100,0.8,1,0.75,1,20,,0.01,False
2025-04-10T05:45:08.922960,,1783,11.446174383163452,30,100,0.8,1,1,1,20,,0.01,False
2025-04-10T05:45:21.165292,,1839,12.242331743240356,30,100,0.9,0.5,0.5,1,20,,0.01,False
2025-04-10T05:45:32.612749,,1819,11.447456359863281,30,100,0.9,0.5,0.75,1,20,,0.01,False
2025-04-10T05:45:45.168323,,1810,12.555574655532837,30,100,0.9,0.5,1,1,20,,0.01,False
2025-04-10T05:45:55.299573,,1825,10.131249904632568,30,100,0.9,0.75,0.5,1,20,,0.01,False
2025-04-10T05:46:06.808370,,1816,11.50879693031311,30,100,0.9,0.75,0.75,1,20,,0.01,False
2025-04-10T05:46:19.897254,,1858,13.088884115219116,30,100,0.9,0.75,1,1,20,,0.01,False
2025-04-10T05:46:29.917428,,1839,10.020173788070679,30,100,0.9,1,0.5,1,20,,0.01,False
2025-04-10T05:46:42.880448,,1776,12.963019847869873,30,100,0.9,1,0.75,1,20,,0.01,False
2025-04-10T05:46:56.061829,,1801,13.16576099395752,30,100,0.9,1,1,1,20,,0.01,False
2025-04-10T05:47:16.870844,,1768,20.80901527404785,30,200,0.3,0.5,0.5,1,20,,0.01,False
2025-04-10T05:47:39.243307,,1788,22.37246298789978,30,200,0.3,0.5,0.75,1,20,,0.01,False
2025-04-10T05:47:59.879790,,1821,20.63648247718811,30,200,0.3,0.5,1,1,20,,0.01,False
2025-04-10T05:48:23.574903,,1738,23.67948865890503,30,200,0.3,0.75,0.5,1,20,,0.01,False
2025-04-10T05:48:50.217985,,1804,26.643081426620483,30,200,0.3,0.75,0.75,1,20,,0.01,False
2025-04-10T05:49:11.015277,,1755,20.797292709350586,30,200,0.3,0.75,1,1,20,,0.01,False
2025-04-10T05:49:25.682479,,1760,14.66720199584961,30,200,0.3,1,0.5,1,20,,0.01,False
2025-04-10T05:49:41.018954,,1800,15.320855379104614,30,200,0.3,1,0.75,1,20,,0.01,False
2025-04-10T05:49:57.747994,,1851,16.729040384292603,30,200,0.3,1,1,1,20,,0.01,False
2025-04-10T05:50:13.670453,,1761,15.921914339065552,30,200,0.5,0.5,0.5,1,20,,0.01,False
2025-04-10T05:50:31.024004,,1764,17.35185170173645,30,200,0.5,0.5,0.75,1,20,,0.01,False
2025-04-10T05:50:50.487984,,1737,19.463979721069336,30,200,0.5,0.5,1,1,20,,0.01,False
2025-04-10T05:51:05.578848,,1765,15.090864181518555,30,200,0.5,0.75,0.5,1,20,,0.01,False
2025-04-10T05:51:23.717043,,1747,18.138194799423218,30,200,0.5,0.75,0.75,1,20,,0.01,False
2025-04-10T05:51:41.195949,,1811,17.478906631469727,30,200,0.5,0.75,1,1,20,,0.01,False
2025-04-10T05:51:57.482610,,1787,16.28666043281555,30,200,0.5,1,0.5,1,20,,0.01,False
2025-04-10T05:52:13.634380,,1762,16.151769876480103,30,200,0.5,1,0.75,1,20,,0.01,False
2025-04-10T05:52:34.635448,,1769,21.001068115234375,30,200,0.5,1,1,1,20,,0.01,False
2025-04-10T05:52:52.319682,,1812,17.684233903884888,30,200,0.8,0.5,0.5,1,20,,0.01,False
2025-04-10T05:53:11.522686,,1818,19.203003883361816,30,200,0.8,0.5,0.75,1,20,,0.01,False
2025-04-10T05:53:30.131982,,1787,18.609296321868896,30,200,0.8,0.5,1,1,20,,0.01,False
2025-04-10T05:53:46.929024,,1778,16.78015899658203,30,200,0.8,0.75,0.5,1,20,,0.01,False
2025-04-10T05:54:03.819001,,1878,16.88997721672058,30,200,0.8,0.75,0.75,1,20,,0.01,False
2025-04-10T05:54:21.953009,,1770,18.131808757781982,30,200,0.8,0.75,1,1,20,,0.01,False
2025-04-10T05:54:39.088348,,1756,17.119673252105713,30,200,0.8,1,0.5,1,20,,0.01,False
2025-04-10T05:54:57.351159,,1766,18.262810707092285,30,200,0.8,1,0.75,1,20,,0.01,False
2025-04-10T05:55:17.193791,,1799,19.84263253211975,30,200,0.8,1,1,1,20,,0.01,False
2025-04-10T05:55:34.674132,,1755,17.48034119606018,30,200,0.9,0.5,0.5,1,20,,0.01,False
2025-04-10T05:55:53.423597,,1804,18.749464988708496,30,200,0.9,0.5,0.75,1,20,,0.01,False
2025-04-10T05:56:16.128081,,1757,22.7044837474823,30,200,0.9,0.5,1,1,20,,0.01,False
2025-04-10T05:56:34.881456,,1792,18.75337529182434,30,200,0.9,0.75,0.5,1,20,,0.01,False
2025-04-10T05:56:56.491304,,1804,21.60984754562378,30,200,0.9,0.75,0.75,1,20,,0.01,False
2025-04-10T05:57:14.723386,,1817,18.23208212852478,30,200,0.9,0.75,1,1,20,,0.01,False
2025-04-10T05:57:33.549070,,1772,18.825684070587158,30,200,0.9,1,0.5,1,20,,0.01,False
2025-04-10T05:57:53.173418,,1781,19.624348402023315,30,200,0.9,1,0.75,1,20,,0.01,False
2025-04-10T05:58:12.512120,,1824,19.338701248168945,30,200,0.9,1,1,1,20,,0.01,False
2025-04-10T05:58:50.407451,,1737,37.89533066749573,30,500,0.3,0.5,0.5,1,20,,0.01,False
2025-04-10T05:59:30.463691,,1728,40.040664196014404,30,500,0.3,0.5,0.75,1,20,,0.01,False
2025-04-10T06:00:13.950966,,1742,43.48727488517761,30,500,0.3,0.5,1,1,20,,0.01,False
2025-04-10T06:00:57.178718,,1735,43.21211767196655,30,500,0.3,0.75,0.5,1,20,,0.01,False
2025-04-10T06:01:44.260141,,1813,47.08142304420471,30,500,0.3,0.75,0.75,1,20,,0.01,False
2025-04-10T06:02:32.525239,,1731,48.265097856521606,30,500,0.3,0.75,1,1,20,,0.01,False
2025-04-10T06:03:10.915263,,1770,38.39002466201782,30,500,0.3,1,0.5,1,20,,0.01,False
2025-04-10T06:03:54.172083,,1737,43.25681948661804,30,500,0.3,1,0.75,1,20,,0.01,False
